Log		avg_mem	avg_stacksize	avg_totalsize	cmd	context_swaps	exitcode	forced_context_switches	fs_input	fs_output	max_mem	page_faults_majors	page_faults_minor	pagesize	rcpu	shmem	signals_rx	socket_messages_rx	socket_messages_tx	stime	unsharedmem	utime	vol_context_switches	wall
Makefile.1379012722.8788		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-12.pairwise -d 120916 -c 13 -x 12 -s 120916 -l 120916.int.bed"	0	0	32	0	38328	29488	0	14184	4096	32%	0	0	0	0	0.09	0	0.71	184	0:02.45
Makefile.1379012725.27886		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-13.pairwise -d 120916 -c 13 -x 13 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14200	4096	29%	0	0	0	0	0.06	0	0.68	194	0:02.48
Makefile.1379012727.17228		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-14.pairwise -d 120916 -c 13 -x 14 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29488	0	14189	4096	31%	0	0	0	0	0.06	0	0.75	184	0:02.58
Makefile.1379012730.24975		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-15.pairwise -d 120916 -c 13 -x 15 -s 120916 -l 120916.int.bed"	0	0	46	0	38328	29504	0	14203	4096	39%	0	0	0	0	0.07	0	0.76	208	0:02.11
Makefile.1379012732.11705		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-16.pairwise -d 120916 -c 13 -x 16 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29488	0	14204	4096	28%	0	0	0	0	0.09	0	0.49	199	0:02.09
Makefile.1379012734.18656		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-17.pairwise -d 120916 -c 13 -x 17 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29472	0	14200	4096	61%	0	0	0	0	0.07	0	0.70	166	0:01.26
Makefile.1379012735.26415		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-18.pairwise -d 120916 -c 13 -x 18 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29504	0	14189	4096	39%	0	0	0	0	0.06	0	0.76	190	0:02.12
Makefile.1379012738.22128		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-19.pairwise -d 120916 -c 13 -x 19 -s 120916 -l 120916.int.bed"	0	0	38	0	38328	29504	0	14182	4096	42%	0	0	0	0	0.08	0	0.60	203	0:01.60
Makefile.1379012739.9180		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-20.pairwise -d 120916 -c 13 -x 20 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14189	4096	38%	0	0	0	0	0.08	0	0.76	221	0:02.22
Makefile.1379012741.26387		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-21.pairwise -d 120916 -c 13 -x 21 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14198	4096	34%	0	0	0	0	0.06	0	0.72	187	0:02.32
Makefile.1379012744.28666		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-22.pairwise -d 120916 -c 13 -x 22 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29472	0	14196	4096	34%	0	0	0	0	0.08	0	0.75	182	0:02.41
Makefile.1379012746.12382		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-1.pairwise -d 120916 -c 14 -x 1 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29488	0	14201	4096	29%	0	0	0	0	0.06	0	0.69	197	0:02.59
Makefile.1379012749.15931		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-2.pairwise -d 120916 -c 14 -x 2 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14193	4096	38%	0	0	0	0	0.08	0	0.66	174	0:01.93
Makefile.1379012751.29832		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-3.pairwise -d 120916 -c 14 -x 3 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29488	0	14190	4096	33%	0	0	0	0	0.09	0	0.74	199	0:02.51
Makefile.1379012753.332		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-4.pairwise -d 120916 -c 14 -x 4 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29488	0	14193	4096	38%	0	0	0	0	0.09	0	0.76	186	0:02.26
Makefile.1379012756.5595		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-5.pairwise -d 120916 -c 14 -x 5 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29488	0	14196	4096	36%	0	0	0	0	0.06	0	0.69	190	0:02.08
Makefile.1379012758.14958		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-6.pairwise -d 120916 -c 14 -x 6 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29488	0	14198	4096	18%	0	0	0	0	0.05	0	0.78	196	0:04.59
Makefile.1379012763.29759		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-7.pairwise -d 120916 -c 14 -x 7 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29504	0	14205	4096	34%	0	0	0	0	0.07	0	0.72	227	0:02.32
Makefile.1379012765.4947		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-8.pairwise -d 120916 -c 14 -x 8 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14195	4096	31%	0	0	0	0	0.10	0	0.73	192	0:02.66
Makefile.1379012768.1232		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-9.pairwise -d 120916 -c 14 -x 9 -s 120916 -l 120916.int.bed"	0	0	59	0	38328	29488	0	14200	4096	22%	0	0	0	0	0.04	0	0.64	189	0:03.03
Makefile.1379012771.8736		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-10.pairwise -d 120916 -c 14 -x 10 -s 120916 -l 120916.int.bed"	0	0	55	0	38328	29504	0	14183	4096	33%	0	0	0	0	0.08	0	0.76	193	0:02.50
Makefile.1379012773.375		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-11.pairwise -d 120916 -c 14 -x 11 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14196	4096	40%	0	0	0	0	0.06	0	0.76	210	0:02.04
Makefile.1379012775.6976		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-12.pairwise -d 120916 -c 14 -x 12 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29488	0	14196	4096	32%	0	0	0	0	0.07	0	0.82	210	0:02.74
Makefile.1379012778.19643		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-13.pairwise -d 120916 -c 14 -x 13 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29488	0	14198	4096	32%	0	0	0	0	0.08	0	0.62	204	0:02.15
Makefile.1379012780.7960		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-14.pairwise -d 120916 -c 14 -x 14 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29504	0	14200	4096	39%	0	0	0	0	0.06	0	0.78	192	0:02.14
Makefile.1379012782.30060		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-15.pairwise -d 120916 -c 14 -x 15 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14180	4096	36%	0	0	0	0	0.06	0	0.78	194	0:02.35
Makefile.1379012785.21441		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-16.pairwise -d 120916 -c 14 -x 16 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29472	0	14179	4096	36%	0	0	0	0	0.06	0	0.68	225	0:02.06
Makefile.1379012787.3269		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-17.pairwise -d 120916 -c 14 -x 17 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14176	4096	32%	0	0	0	0	0.08	0	0.73	200	0:02.50
Makefile.1379012789.25093		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-18.pairwise -d 120916 -c 14 -x 18 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14174	4096	32%	0	0	0	0	0.06	0	0.75	183	0:02.51
Makefile.1379012792.7669		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-19.pairwise -d 120916 -c 14 -x 19 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14204	4096	33%	0	0	0	0	0.07	0	0.63	181	0:02.11
Makefile.1379012794.3926		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-20.pairwise -d 120916 -c 14 -x 20 -s 120916 -l 120916.int.bed"	0	0	31	0	38328	29488	0	14204	4096	36%	0	0	0	0	0.06	0	0.69	181	0:02.07
Makefile.1379012796.14455		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-21.pairwise -d 120916 -c 14 -x 21 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29488	0	14204	4096	38%	0	0	0	0	0.06	0	0.76	187	0:02.12
Makefile.1379012798.11795		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr14-22.pairwise -d 120916 -c 14 -x 22 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14201	4096	38%	0	0	0	0	0.08	0	0.65	165	0:01.92
Makefile.1379012800.27009		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-1.pairwise -d 120916 -c 15 -x 1 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29504	0	14193	4096	25%	0	0	0	0	0.05	0	0.51	219	0:02.19
Makefile.1379012803.6549		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-2.pairwise -d 120916 -c 15 -x 2 -s 120916 -l 120916.int.bed"	0	0	44	0	38328	29488	0	14197	4096	27%	0	0	0	0	0.06	0	0.66	207	0:02.72
Makefile.1379012805.28831		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-3.pairwise -d 120916 -c 15 -x 3 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14200	4096	38%	0	0	0	0	0.07	0	0.49	258	0:01.45
Makefile.1379012807.13747		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-4.pairwise -d 120916 -c 15 -x 4 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29488	0	14194	4096	34%	0	0	0	0	0.08	0	0.70	230	0:02.31
Makefile.1379012809.21468		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-5.pairwise -d 120916 -c 15 -x 5 -s 120916 -l 120916.int.bed"	0	0	34	0	38328	29488	0	14196	4096	29%	0	0	0	0	0.06	0	0.43	203	0:01.68
Makefile.1379012811.3701		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-6.pairwise -d 120916 -c 15 -x 6 -s 120916 -l 120916.int.bed"	0	0	34	0	38328	29488	0	14185	4096	30%	0	0	0	0	0.04	0	0.50	216	0:01.80
Makefile.1379012813.22911		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-7.pairwise -d 120916 -c 15 -x 7 -s 120916 -l 120916.int.bed"	0	0	32	0	38328	29488	0	14253	4096	29%	0	0	0	0	0.04	0	0.41	179	0:01.59
Makefile.1379012814.635		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-8.pairwise -d 120916 -c 15 -x 8 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29488	0	14248	4096	41%	0	0	0	0	0.08	0	0.75	178	0:02.01
Makefile.1379012816.31596		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-9.pairwise -d 120916 -c 15 -x 9 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14264	4096	31%	0	0	0	0	0.06	0	0.75	190	0:02.62
Makefile.1379012819.12144		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-10.pairwise -d 120916 -c 15 -x 10 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29488	0	14260	4096	43%	0	0	0	0	0.10	0	0.68	181	0:01.80
Makefile.1379012821.7169		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-11.pairwise -d 120916 -c 15 -x 11 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14260	4096	32%	0	0	0	0	0.08	0	0.74	190	0:02.54
Makefile.1379012824.21372		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-12.pairwise -d 120916 -c 15 -x 12 -s 120916 -l 120916.int.bed"	0	0	38	0	38328	29488	0	14255	4096	60%	0	0	0	0	0.06	0	0.66	160	0:01.21
Makefile.1379012825.17255		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-13.pairwise -d 120916 -c 15 -x 13 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14247	4096	34%	0	0	0	0	0.08	0	0.68	240	0:02.17
Makefile.1379012827.31235		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-14.pairwise -d 120916 -c 15 -x 14 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14195	4096	30%	0	0	0	0	0.07	0	0.56	211	0:02.07
Makefile.1379012829.26357		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-15.pairwise -d 120916 -c 15 -x 15 -s 120916 -l 120916.int.bed"	0	0	31	0	38328	29504	0	14189	4096	62%	0	0	0	0	0.04	0	0.62	273	0:01.06
Makefile.1379012830.1229		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-16.pairwise -d 120916 -c 15 -x 16 -s 120916 -l 120916.int.bed"	0	0	40	0	38328	29472	0	14202	4096	39%	0	0	0	0	0.08	0	0.76	184	0:02.15
Makefile.1379012832.13180		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-17.pairwise -d 120916 -c 15 -x 17 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29488	0	14201	4096	31%	0	0	0	0	0.07	0	0.66	243	0:02.30
Makefile.1379012835.6118		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-18.pairwise -d 120916 -c 15 -x 18 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14186	4096	49%	0	0	0	0	0.06	0	0.44	243	0:01.03
Makefile.1379012836.24329		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-19.pairwise -d 120916 -c 15 -x 19 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29472	0	14192	4096	28%	0	0	0	0	0.07	0	0.78	261	0:02.94
Makefile.1379012839.10192		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-20.pairwise -d 120916 -c 15 -x 20 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14199	4096	31%	0	0	0	0	0.10	0	0.66	232	0:02.39
Makefile.1379012841.15302		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-21.pairwise -d 120916 -c 15 -x 21 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14200	4096	27%	0	0	0	0	0.07	0	0.46	221	0:01.94
Makefile.1379012843.29833		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr15-22.pairwise -d 120916 -c 15 -x 22 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14182	4096	35%	0	0	0	0	0.10	0	0.76	214	0:02.43
Makefile.1379012846.19676		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-1.pairwise -d 120916 -c 16 -x 1 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14205	4096	38%	0	0	0	0	0.08	0	0.75	198	0:02.19
Makefile.1379012848.29334		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-2.pairwise -d 120916 -c 16 -x 2 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14198	4096	22%	0	0	0	0	0.05	0	0.42	216	0:02.14
Makefile.1379012850.18931		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-3.pairwise -d 120916 -c 16 -x 3 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29488	0	14195	4096	27%	0	0	0	0	0.10	0	0.64	256	0:02.71
Makefile.1379012853.9955		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-4.pairwise -d 120916 -c 16 -x 4 -s 120916 -l 120916.int.bed"	0	0	39	0	38328	29488	0	14200	4096	39%	0	0	0	0	0.05	0	0.75	226	0:02.05
Makefile.1379012855.17955		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-5.pairwise -d 120916 -c 16 -x 5 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29488	0	14196	4096	54%	0	0	0	0	0.08	0	0.72	183	0:01.49
Makefile.1379012857.32284		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-6.pairwise -d 120916 -c 16 -x 6 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29504	0	14184	4096	46%	0	0	0	0	0.10	0	0.63	152	0:01.59
Makefile.1379012858.30663		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-7.pairwise -d 120916 -c 16 -x 7 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14192	4096	39%	0	0	0	0	0.07	0	0.72	221	0:01.99
Makefile.1379012860.8028		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-8.pairwise -d 120916 -c 16 -x 8 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29488	0	14202	4096	45%	0	0	0	0	0.07	0	0.67	208	0:01.64
Makefile.1379012862.11005		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-9.pairwise -d 120916 -c 16 -x 9 -s 120916 -l 120916.int.bed"	0	0	33	0	38328	29488	0	14187	4096	34%	0	0	0	0	0.10	0	0.42	255	0:01.51
Makefile.1379012863.12574		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-10.pairwise -d 120916 -c 16 -x 10 -s 120916 -l 120916.int.bed"	0	0	38	0	38328	29488	0	14194	4096	23%	0	0	0	0	0.06	0	0.44	166	0:02.13
Makefile.1379012866.4809		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-11.pairwise -d 120916 -c 16 -x 11 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29504	0	14194	4096	28%	0	0	0	0	0.07	0	0.67	193	0:02.63
Makefile.1379012868.15914		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-12.pairwise -d 120916 -c 16 -x 12 -s 120916 -l 120916.int.bed"	0	0	56	0	38328	29504	0	14200	4096	39%	0	0	0	0	0.08	0	0.75	227	0:02.12
Makefile.1379012870.23120		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-13.pairwise -d 120916 -c 16 -x 13 -s 120916 -l 120916.int.bed"	0	0	48	0	38328	29488	0	14206	4096	35%	0	0	0	0	0.07	0	0.70	185	0:02.19
Makefile.1379012873.26006		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-14.pairwise -d 120916 -c 16 -x 14 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29488	0	14194	4096	37%	0	0	0	0	0.06	0	0.71	178	0:02.10
Makefile.1379012875.15526		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-15.pairwise -d 120916 -c 16 -x 15 -s 120916 -l 120916.int.bed"	0	0	42	0	38328	29488	0	14191	4096	37%	0	0	0	0	0.09	0	0.74	183	0:02.22
Makefile.1379012877.23835		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-16.pairwise -d 120916 -c 16 -x 16 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14203	4096	22%	0	0	0	0	0.07	0	0.71	206	0:03.51
Makefile.1379012881.10051		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-17.pairwise -d 120916 -c 16 -x 17 -s 120916 -l 120916.int.bed"	0	0	32	0	38328	29472	0	14200	4096	33%	0	0	0	0	0.08	0	0.66	201	0:02.20
Makefile.1379012883.8317		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-18.pairwise -d 120916 -c 16 -x 18 -s 120916 -l 120916.int.bed"	0	0	54	0	38328	29488	0	14178	4096	42%	0	0	0	0	0.06	0	0.77	185	0:01.97
Makefile.1379012885.14729		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-19.pairwise -d 120916 -c 16 -x 19 -s 120916 -l 120916.int.bed"	0	0	54	0	38328	29488	0	14199	4096	39%	0	0	0	0	0.07	0	0.76	184	0:02.10
Makefile.1379012887.14229		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-20.pairwise -d 120916 -c 16 -x 20 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14196	4096	31%	0	0	0	0	0.07	0	0.72	193	0:02.50
Makefile.1379012890.18182		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-21.pairwise -d 120916 -c 16 -x 21 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29472	0	14191	4096	28%	0	0	0	0	0.05	0	0.64	196	0:02.49
Makefile.1379012892.17863		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr16-22.pairwise -d 120916 -c 16 -x 22 -s 120916 -l 120916.int.bed"	0	0	56	0	38328	29488	0	14198	4096	34%	0	0	0	0	0.07	0	0.68	181	0:02.21
Makefile.1379012894.30855		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-1.pairwise -d 120916 -c 17 -x 1 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29488	0	14199	4096	39%	0	0	0	0	0.08	0	0.74	180	0:02.10
Makefile.1379012896.8762		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-2.pairwise -d 120916 -c 17 -x 2 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14201	4096	28%	0	0	0	0	0.06	0	0.75	215	0:02.85
Makefile.1379012899.12539		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-3.pairwise -d 120916 -c 17 -x 3 -s 120916 -l 120916.int.bed"	0	0	48	0	38328	29488	0	14183	4096	40%	0	0	0	0	0.07	0	0.75	175	0:02.04
Makefile.1379012901.29834		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-4.pairwise -d 120916 -c 17 -x 4 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29472	0	14196	4096	37%	0	0	0	0	0.06	0	0.68	195	0:01.96
Makefile.1379012903.18085		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr17-5.pairwise -d 120916 -c 17 -x 5 -s 120916 -l 120916.int.bed"	0	0	39	0	38328	29488	0	14194	4096	33%	0	0	0	0	0.06	0	0.76	138	0:02.45
